Archive Id Code,Artefact Code,Box Number,YEAR yyyy,MONTH mm,DAY dd,HOUR,MIN,Continent,Country,State,City,Place/Center,Location,Subject,Tagged Persons,Event,Description,Credit,Photograper,Comments,HAT Selection,Team Selection,Final Selection,Determined
1940_PHT_0002_01,PHT4_AL_401_041.TIF,1950_PHT_BOX_01,1940,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,,,Babuji,,,Babuji sitting in a chair young age photo.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1970_PHT_0014_01,PHT4_AL_401_042.TIF,1970_PHT_BOX_01,1970,00,00,,,Asia,India,,,,,Babuji,,,Babuji sitting in a chair.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1977_PHT_0040_01,PHT4_AL_401_043.TIF,1977_PHT_BOX_01,1977,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's house,Babuji,,,Babuji sitting on a cot having tea glass in His hand.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1976_PHT_0010_01,PHT4_AL_401_044.TIF,1976_PHT_BOX_01,1976,00,00,,,Europe,,,,,,Babuji,,Europe tour,Babuji resting on a cot with blanket covered.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1969_PHT_0034_01,PHT4_AL_401_045.TIF,1969_PHT_BOX_01,1969,00,00,,,Asia,India,,,,,Babuji,,,Babuji smoking hookah.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1973_PHT_0042_01,PHT4_AL_401_046.TIF,1973_PHT_BOX_01,1973,00,00,,,Asia,India,Tamilnadu,Chennai,,,Babuji,Others,,Babuji sitting on the stage at a public meeting.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1972_PHT_0006_01,PHT4_AL_401_047.TIF,1972_PHT_BOX_01,1972,00,00,,,Asia,India,,,,,Babuji,,,Babuji sitting in a chair.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1967_PHT_0014_01,PHT4_AL_401_048.TIF,1967_PHT_BOX_01,1967,00,00,,,Asia,India,,,,,Babuji,,,Babuji photo-meditation pose.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1967_PHT_0005_01,PHT4_AL_401_049.TIF,1967_PHT_BOX_01,1967,00,00,,,Asia,India,Andhra Pradesh,Hyderabad,,,Babuji,Others,,Babuji seated on a cot with hookah in hand.,"Br Meda Ramaiah, Hyderabad.",,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1977_PHT_0058_01,PHT4_AL_401_050.TIF,1977_PHT_BOX_01,1977,00,00,,,Asia,India,,,,,Babuji,One abhyasi,,Babuji with some abhyasi.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1940_PHT_0001_01,PHT4_AL_402_001.TIF,1950_PHT_BOX_01,1940,00,00,,,Asia,India,,,,,Babuji,,,Babuji standing by holding a bus,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1972_PHT_0053_01,PHT4_AL_402_002.TIF,1972_PHT_BOX_01,1972,00,00,,,Asia,India,,,,,Babuji,,,Babuji standing in a garden by wearing sweater,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1977_PHT_0073_01,PHT4_AL_402_005.TIF,1977_PHT_BOX_01,1977,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's House,Babuji,,,"Babuji is sitting in easy chair putting one hand on
beard and other on foot",,,,HAT:no,HAT:yes,HAT:no,TBD:DP
1977_PHT_0074_01,PHT4_AL_402_006.TIF,1977_PHT_BOX_01,1977,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's House,Babuji,,,Babuji's left palm,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1975_PHT_0005_01,PHT4_AL_402_007.TIF,1975_PHT_BOX_01,1975,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's House,Babuji,,,Babuji is opening door,,,,HAT:no,HAT:yes,HAT:no,TBD:DP
1975_PHT_0006_01,PHT4_AL_402_008.TIF,1975_PHT_BOX_01,1975,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,,Babuji,,,Babuji smiling sitting in sofa,,,,HAT:no,HAT:yes,HAT:no,TBD:DP
1977_PHT_0075_01,PHT4_AL_402_009.TIF,1977_PHT_BOX_01,1977,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's House,Babuji,,,Babuji's side face,,,,HAT:no,HAT:yes,HAT:no,TBD:DP
1977_PHT_0076_01,PHT4_AL_402_010.TIF,1977_PHT_BOX_01,1977,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's House,Babuji,,,"Babuji putting one hand on head, other on cheek 
thinking deeply",,,,HAT:no,HAT:yes,HAT:no,TBD:DP
1972_PHT_0001_01,PHT4_AL_402_011.TIF,1972_PHT_BOX_01,1972,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's House,Babuji,,,Babuji sitting portrait,,,,HAT:no,HAT:yes,HAT:no,TBD:DP
1972_PHT_0002_01,PHT4_AL_402_012.TIF,1972_PHT_BOX_01,1972,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's House,Babuji,,,Babuji side face portrait,,,,HAT:no,HAT:yes,HAT:no,TBD:DP
1969_PHT_0023_01,PHT4_AL_402_013.TIF,1969_PHT_BOX_01,1969,00,00,,,Asia,India,,,,,Babuji,,,Babuji having something with a tumbler,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1976_PHT_0039_01,PHT4_AL_402_014.TIF,1976_PHT_BOX_01,1976,00,00,,,Europe,Italy,Rome,Vatican City,,,Babuji,,Visit to Europe,Babuji sitting on rock while visiting,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1977_PHT_0014_01,PHT4_AL_402_015.TIF,1977_PHT_BOX_02,1977,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,,,Babuji,,,Babuji's Sitting on chair and thinking,,,,HAT:no,HAT:yes,HAT:no,TBD:DP
1977_PHT_0093_01,PHT4_AL_402_016.TIF,1977_PHT_BOX_01,1977,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's House,Babuji,,,"Babuji is taking care of his correspondance
photo taken from the back side",,,,HAT:no,HAT:yes,HAT:no,TBD:DP
1960_PHT_0010_01,PHT4_AL_402_017.TIF,1960_PHT_BOX_01,1960,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's House,Babuji,,,Babuji sitting by wearing rug,,,,HAT:no,HAT:yes,HAT:no,TBD:DP
1977_PHT_0094_01,PHT4_AL_402_018.TIF,1977_PHT_BOX_01,1977,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's House,Babuji,,,Babuji sitting in meditation in chair,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1978_PHT_0022_01,PHT4_AL_402_019.TIF,1978_PHT_BOX_01,1978,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's House,Babuji,,,Babuji sitting in chair having hookah,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1978_PHT_0035_01,PHT4_AL_402_022.TIF,1978_PHT_BOX_01,1978,00,00,,,Asia,India,,,,,Babuji,,,Babuji is sitting,,,,HAT:no,HAT:yes,HAT:no,TBD:DP
1978_PHT_0034_02,PHT4_AL_402_023.TIF,1978_PHT_BOX_01,1978,00,00,,,Asia,India,,,,,Babuji,,,Babuji thinking,,,,HAT:no,HAT:yes,HAT:no,TBD:DP
1978_PHT_0040_01,PHT4_AL_402_024.TIF,1978_PHT_BOX_01,1978,00,00,,,Asia,India,,,,,Babuji,,,Babuji sitting on floor,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1972_PHT_0039_01,PHT4_AL_402_025.TIF,1972_PHT_BOX_01,1972,00,00,,,Europe,Denmark,,Greve Strand,,,Babuji,,Visit to Europe,Babuji sitting on chair having hookah,,,,HAT:no,HAT:yes,HAT:no,TBD:DP
1972_PHT_0023_01,PHT4_AL_402_026.TIF,1972_PHT_BOX_01,1972,00,00,,,Europe,Germany,,,,,Babuji,,Visit to Europe,Babuji is cleaning his spectacles,,,,HAT:no,HAT:yes,HAT:no,TBD:DP
1974_PHT_0034_01,PHT4_AL_402_027.TIF,1974_PHT_BOX_01,1974,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's House,Chariji,,,"Chariji is sitting in front of the house taking care
of correspondance",,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1973_PHT_0071_01,PHT4_AL_402_028.TIF,1973_PHT_BOX_01,1973,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's House,Babuji,,,Babuji is entering into house,,,,HAT:no,HAT:yes,HAT:no,TBD:DP
1977_PHT_0010_01,PHT4_AL_402_029.TIF,1977_PHT_BOX_01,1977,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's House,Babuji,,,Babuji sitting on chair having hukkah and talking,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1977_PHT_0037_01,PHT4_AL_402_030.TIF,1977_PHT_BOX_01,1977,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's House,Babuji,,,Babuji having hukkah,,,,HAT:no,HAT:yes,HAT:no,TBD:DP
1980_PHT_0058_01,PHT4_AL_402_031.TIF,1980_PHT_BOX_01,1972,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's House,Babuji,,,Babuji watching something side pose is taken,,,,HAT:no,HAT:yes,HAT:no,TBD:DP
1980_PHT_0059_01,PHT4_AL_402_032.TIF,1980_PHT_BOX_01,1980,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's House,Babuji,,,Babuji resting in easy chair,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1969_PHT_0053_01,PHT4_AL_402_033.TIF,1969_PHT_BOX_01,1969,00,00,,,Asia,India,,,,,Babuji,,,Babuji's painting photo is taken,,,,,,,
1976_PHT_0041_01,PHT4_AL_402_034.TIF,1976_PHT_BOX_01,1976,00,00,,,Europe,,,,,,Babuji,,Europe tour,Babuji sitting,,,,,,,
1980_PHT_0072_01,PHT4_AL_402_035.TIF,1980_PHT_BOX_01,1980,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's House,Babuji,,,Babuji writing some correspondence,"Arte photographer
Biella - Italy",,,,,,
1977_PHT_0091_01,PHT4_AL_402_037.TIF,1977_PHT_BOX_01,1977,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,,,Babuji,,,Babuji sitting and having hukkah,,,,,,,
1974_PHT_0039_01,PHT4_AL_402_039.TIF,1974_PHT_BOX_01,1974,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's House,Babuji,,,"Babuji sitting, watching something",,,,,,,
1978_PHT_0014_01,PHT4_AL_402_040.TIF,1978_PHT_BOX_01,1978,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's House,Babuji,,,BabujiStanding in his verandah,,,,,,,
1978_PHT_0015_01,PHT4_AL_402_041.TIF,1978_PHT_BOX_01,1978,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's House,Babuji,,,"Babuji sitting by putting one hand on head other
on holding hukkah pipe",,,,,,,
1977_PHT_0031_01,PHT4_AL_402_042.TIF,1977_PHT_BOX_01,1977,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's House,Babuji,,,Babuji sitting and having hukkah,,,,,,,
1974_PHT_0009_03,PHT4_AL_402_043.TIF,1974_PHT_BOX_01,1974,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's House,Babuji,,,Babuji standing in front of the house wearing sweater by folding hands,,,,,,,
1974_PHT_0020_01,PHT4_AL_402_044.TIF,1974_PHT_BOX_01,1974,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's House,Babuji,,,Babuji standing in his verandah,,,,,,,
1977_PHT_0130_01,PHT4_AL_402_045.TIF,1977_PHT_BOX_02,1977,00,00,,,Asia,India,,,,,Babuji,,,Babuji resting on bed,,,,,,,
1975_PHT_0007_01,PHT4_AL_402_047.TIF,1975_PHT_BOX_01,1975,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's House,Babuji,,,Babuji sitting on chair thinking something,,,,,,,
1978_PHT_0039_01,PHT4_AL_402_048.TIF,1978_PHT_BOX_01,1978,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's House,Babuji,,,Babuji sitting on chair putting both hands on head,,,,,,,
1978_PHT_0031_02,PHT4_AL_402_049.TIF,1978_PHT_BOX_01,1978,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's House,Babuji,,,Babuji sitting on chair and having hukkah,,,,,,,
1978_PHT_0037_01,PHT4_AL_402_050.TIF,1978_PHT_BOX_01,1978,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's House,Babuji,,,Babuji sitting side face captured,,,,,,,
1977_PHT_0030_01,PHT4_AL_403_001.TIF,1977_PHT_BOX_01,1977,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,,,Babuji,,Babuji at Shahjahanpur,Babuji seated in his easy chair touching his beard withlefthand,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1975_PHT_0008_01,PHT4_AL_403_002.TIF,1975_PHT_BOX_01,1975,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,,,Babuji,,Babuji at Shahjahanpur,Babuji seated in his easy chair watching something,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1976_PHT_0040_01,PHT4_AL_403_003.TIF,1976_PHT_BOX_01,1976,00,00,,,Europe,,,,,,Babuji,,,Babuji sidepose photo,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1981_PHT_0051_01,PHT4_AL_403_004.TIF,1981_PHT_BOX_01,1981,00,00,,,Asia,India,,,,,Babuji,some other abhyasis,,Babuji wearing whitecap and blackcoat,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1980_PHT_0078_01,PHT4_AL_403_005.TIF,1980_PHT_BOX_01,1980,00,00,,,Asia,India,,,,,Babuji,,,Babuji face closeup,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1980_PHT_0002_01,PHT4_AL_403_006.TIF,1980_PHT_BOX_01,1980,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's House,Babuji,,,Babuji smiling sidepose,,"G K Khan photographers, Mumbai.",,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1980_PHT_0010_01,PHT4_AL_403_007.TIF,1980_PHT_BOX_01,1980,00,00,,,,,,,,,Babuji,,,Babuji resting on bed,,,April Ist week 1983,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1983_PHT_0002_01,PHT4_AL_403_008.TIF,1983_PHT_BOX_01,1983,00,00,,,Asia,India,Delhi,Delhi,,,Babuji,Chariji and Sulochana Mami,,Babuji in wheelchair,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1983_PHT_0001_01,PHT4_AL_403_009.TIF,1983_PHT_BOX_01,1983,00,00,,,Asia,India,,Delhi,,,Babuji,Chariji and Sulochana Mami,,Babuji in wheelchair,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1969_PHT_0011_01,PHT4_AL_403_010.TIF,1969_PHT_BOX_01,1969,00,00,,,Asia,India,Andhra Pradesh,,Tirupathi,,Babuji,,Dr. K C Vardhachai & Abhyasis,"Babuji reading something, abhyasis and children sitting around him.",,,"Approx. 1960, Tirupathi",HAT:yes,HAT:yes,HAT:yes,TBD:DP
1960_PHT_0005_01,PHT4_AL_403_011.TIF,1960_PHT_BOX_01,1960,00,00,,,Asia,India,Andhra Pradesh,Hyderabad,,Domalguda Ashram,Babuji,,,Babuji thinking,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1960_PHT_0003_01,PHT4_AL_403_012.TIF,1960_PHT_BOX_01,1960,00,00,,,Asia,India,,,,,Babuji,,,Babuji greeting abhyasis,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1975_PHT_0046_01,PHT4_AL_403_013.TIF,1975_PHT_BOX_01,1975,00,00,,,Asia,India,,,,,Babuji,,,Babuji sitting on dining table and holding glass in his hand.,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1972_PHT_0028_01,PHT4_AL_403_016.TIF,1972_PHT_BOX_01,1972,00,00,,,Europe,Denmark,Copenhagen,Copenhagen,,,Babuji,Chariji,Interview with Danish Radio,Babuji and Chariji being interviewed by Danish Radio.,,,Yatra Volume - One,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1949_PHT_0001_01,PHT4_AL_403_017.TIF,1950_PHT_BOX_01,1949,00,00,,,Asia,India,Uttar Pradesh,Shahjahanpur,Shahjahanpur,Babuji's house,Babuji,Baby Sarvesh,,Babuji holding baby in his lap,,,1950 year Approx.,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1978_PHT_0003_01,PHT4_AL_403_018.TIF,1978_PHT_BOX_01,1978,00,00,,,Asia,India,,,,,Babuji,,,Babuji seated in chair,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1978_PHT_0007_01,PHT4_AL_403_019.TIF,1978_PHT_BOX_01,1978,04,30,,,Asia,India,Karnataka,Banglore,,,Babuji,C A Rajagopalachari,Birthday celebration of Babuji Maharaj,Babuji sitting in chair sidepose,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1980_PHT_0067_01,PHT4_AL_403_020.TIF,1980_PHT_BOX_01,1980,09,00,,,Europe,,,,,,Babuji,,,Babuji relaxed on bed,,"Jean-Marie Bottequin, Munich.",,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1976_PHT_0018_01,PHT4_AL_403_021.TIF,1976_PHT_BOX_01,1976,00,00,,,Europe,,,,,,Babuji,,,Babuji sleeping on bed,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
1977_PHT_0004_01,PHT4_AL_403_022.TIF,1977_PHT_BOX_01,1977,00,00,,,,,,,,,Babuji,,,babuji sitting in sofa,,,,HAT:yes,HAT:yes,HAT:yes,TBD:DP
